ESTANTE,CATEGORIA,DESCRIPCION,MODELO,CANTIDAD,ESTADO,CONDICION,OBSERVACIONES
A3,Circuito Integrado,,8720EP,8,DISPONIBLE,BUENO,
A3,Circuito Integrado,Conversores analógicos a digitales - ADC 12-Bit A/D Converter with 3-State Binary Outputs,ICL7109PL,2,DISPONIBLE,BUENO,
A3,Circuito Integrado,digitally- controlled analog switches,NTE4053B,7,DISPONIBLE,BUENO,
A3,Circuito Integrado,six COS/MOS inverter circuits.,HCF40698,6,DISPONIBLE,BUENO,
A3,Componente Activo,MEDIUM POWER SILICONNPN PLANAR TRANSISTOR,2N3053,18,DISPONIBLE,BUENO,
A3,Componente Activo,TRANSISTOR JFET,2N5458,31,DISPONIBLE,BUENO,
A3,Componente Pasivo,"CAPACITOR 0,1 µF",,40,DISPONIBLE,BUENO,
A3,Componente Pasivo,CAPACITOR 1 µF,,25,DISPONIBLE,BUENO,
A3,Componente Pasivo,"CAPACITOR 2,2 µF",,20,DISPONIBLE,BUENO,
A3,Componente Pasivo,CAPACITOR 10 µF,,28,DISPONIBLE,BUENO,
A3,Componente Pasivo,CAPACITIR 22 µF,,39,DISPONIBLE,BUENO,
A3,Componente Pasivo,CAPACITOR 100 µF,,40,DISPONIBLE,BUENO,
A3,Componente Activo,BJT C9014,,12,DISPONIBLE,BUENO,
A3,Componente Activo,BJT 2N2222A,,12,DISPONIBLE,BUENO,
A3,Componente Pasivo,RESISTENCIA 10?,,40,DISPONIBLE,BUENO,
A3,Componente Pasivo,RESISTENCIA 100 ?,,49,DISPONIBLE,BUENO,
A3,Componente Pasivo,RESISTENCIA 1K ?,,49,DISPONIBLE,BUENO,
A3,Componente Pasivo,"RESISTENCIA 1,5 K ?",,50,DISPONIBLE,BUENO,
A3,Componente Pasivo,"RESISTENCIA 2,2K ?",,49,DISPONIBLE,BUENO,
A3,Componente Pasivo,"RESISTENCIA 4,7K?",,44,DISPONIBLE,BUENO,
A3,Componente Pasivo,RESISTENCIA 10 K?,,50,DISPONIBLE,BUENO,
A3,Componente Pasivo,RESISTENCIA 47K ?,,50,DISPONIBLE,BUENO,
A3,Componente Pasivo,RESISTENCIA 100K ?,,50,DISPONIBLE,BUENO,
A3,Componente Activo,DIODO ZENER,,11,DISPONIBLE,BUENO,"3 VOLTIOS 0,5 WATTS"
A3,Componente Activo,TRANSISTOR,2N3904,9,DISPONIBLE,BUENO,
A3,Componente Activo,DIODO DE GERMANIO,1N60,12,DISPONIBLE,BUENO,
A3,Componente Pasivo,BOMBILLOS DE 1 FILAMENTO,,6,DISPONIBLE,BUENO,
A3,Circuito Integrado,TRANSISTOR,JCJ111N19,10,DISPONIBLE,BUENO,
A3,Componente Activo,LEDS AMARILLOS,,15,DISPONIBLE,BUENO,
A3,Componente Activo,LEDS VERDES,,14,DISPONIBLE,BUENO,
A3,Componente Pasivo,POTENCIOMETRO  5K ?,,4,DISPONIBLE,BUENO,
A3,Componente Activo,LEDS VERDES DE 3 mm,,39,DISPONIBLE,BUENO,
A3,Componente Activo,LEDS AMARILLOS 3 mm,,29,DISPONIBLE,BUENO,
A3,Componente Pasivo,RESISTENCIA 33K ?,,23,DISPONIBLE,BUENO,
A3,Componente Activo,LEDS AZULES,,14,DISPONIBLE,BUENO,
A3,Componente Activo,LEDS BLANCOS,,15,DISPONIBLE,BUENO,
A3,Periférico,Interruptores,,9,DISPONIBLE,BUENO,
A3,Periférico,Interruptores Pulsadores,,9,DISPONIBLE,BUENO,
A3,Periférico,Interruptores Mini,,0,DISPONIBLE,BUENO,
A3,Circuito Integrado,Real Time Clock,RTC DS1287,37,DISPONIBLE,BUENO,
A3,Periférico,RE-SWITCH,,14,DISPONIBLE,BUENO,
A3,Periférico,TERMINAL 10 PINES,,10,DISPONIBLE,BUENO,
A3,Periférico,TERMINAL 16 PINES,,45,DISPONIBLE,BUENO,
A3,Periférico,24 pines,,10,DISPONIBLE,BUENO,
A3,Circuito Integrado,"Microcontroller, 8-Bit, MROM, 8051 CPU, 12MHz, NMOS",P8051AH,40,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 15k?,,15,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 18k?,,64,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 27k?,,15,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 33?,,76,DISPONIBLE,BUENO,
A4,Circuito Integrado,,74LS374,135,DISPONIBLE,BUENO,
A4,Circuito Integrado,,LM301AN,28,DISPONIBLE,BUENO,
A4,Circuito Integrado,,74LS14,49,DISPONIBLE,BUENO,
A4,Circuito Integrado,,LS373N,37,DISPONIBLE,BUENO,
A4,Circuito Integrado,,LS86N,59,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 5.6k?,,19,DISPONIBLE,BUENO,
A4,Circuito Integrado,,8350,19,DISPONIBLE,BUENO,
A4,Circuito Integrado,,9530,94,DISPONIBLE,BUENO,
A4,Circuito Integrado,,9413,66,DISPONIBLE,BUENO,
A4,Circuito Integrado,,MDP1603221G,42,DISPONIBLE,BUENO,
A4,Circuito Integrado,,MDP1603103G,7,DISPONIBLE,BUENO,
A4,Circuito Integrado,,R470,33,DISPONIBLE,BUENO,
A4,Circuito Integrado,,103G,28,DISPONIBLE,BUENO,
A4,Circuito Integrado,,8145,18,DISPONIBLE,BUENO,
A4,Componente Activo,TRANSISTOR,505,44,DISPONIBLE,BUENO,
A4,Componente Activo,TRANSISTOR,430,29,DISPONIBLE,BUENO,
A4,Componente Activo,,2N5457,41,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 2,2k?",,51,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 2,1k?",,13,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 82k?,,53,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 27?,,8,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 39?,,8,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 56?,,23,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 47?,,14,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 330K?,,62,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 260K?,,15,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 270K?,,4,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 47K?,,14,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 360K?,,4,DISPONIBLE,BUENO,
A4,Circuito Integrado,TC4071BP,,51,DISPONIBLE,BUENO,
A4,Circuito Integrado,T4L5374,,121,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 560?,,7,DISPONIBLE,BUENO,
A4,Circuito Integrado,DV/LM324,,39,DISPONIBLE,BUENO,
A4,Circuito Integrado,74L500,,156,DISPONIBLE,BUENO,
A4,Otros,Caja #1 resistencias,,100,DISPONIBLE,BUENO,Caja de componentes varios protoboards metalicas
A4,Otros,Caja #2 resistencias,,54,DISPONIBLE,BUENO,Caja de componentes varios protoboards metalicas
A4,Otros,Caja #3 Pines Anchos,,80,DISPONIBLE,BUENO,Pines anchos
A4,Otros,Caja #4 Sockets y pines varios,,209,DISPONIBLE,BUENO,Caja de sockets y pines
A4,Otros,Caja #5 Componentes varios,,69,DISPONIBLE,BUENO,"Resistencias, capacitores y bobinas"
A4,Otros,Caja #6 Pines,,188,DISPONIBLE,BUENO,Pines anchos
A4,Otros,Caja #7 Pines,,103,DISPONIBLE,BUENO,Pines anchos
A4,Otros,Estuche #2 Herramientas,,17,DISPONIBLE,BUENO,Herramientas (Para poner componentes)
A4,Otros,Estuche #3 Herramientas Pinzas,,7,DISPONIBLE,BUENO,Herramientas Pinzas
A4,Otros,Estuche #4 Puntas Atenuadoras,,1,DISPONIBLE,BUENO,Punta Atenuadora con estuche
A4,Otros,Estuche #5 Herramientas Varias,,30,DISPONIBLE,BUENO,Herramientas Varias
A4,Otros,Estuche #6 Puntas atenuadoras,,2,DISPONIBLE,BUENO,Puntas atenuadoras con estuche
A4,Otros,Estuche #7 Puntas atenuadoras,,2,DISPONIBLE,BUENO,Puntas atenuadoras con estuche
A4,Otros,Caja #8 Baquelitas y herramientas,,26,DISPONIBLE,BUENO,Baquelitas y herramientas
A4,Otros,Caja #9 Sockets para microprocesadoes,,13,DISPONIBLE,BUENO,Sockets para microprocesadores
A4,Otros,Caja #10 Puntas Atenuadoras,,1,DISPONIBLE,BUENO,Puntas atenuadoras con estuche
A4,Otros,Caja #11 Integrados varios,,281,DISPONIBLE,BUENO,Integrados Varios
A4,Otros,Caja #12 Puntas Atenuadoras,,1,DISPONIBLE,BUENO,Puntas atenuadoras con estuche
A4,Otros,Caja #13 Puntas Atenuadoras,,2,DISPONIBLE,BUENO,Puntas atenuadoras con estuche
A4,Otros,Caja #16 Zybo,,1,DISPONIBLE,BUENO,Zybo FPGA
A4,Otros,Caja #17 Componentes varios,,32,DISPONIBLE,BUENO,Caja de componentes varios protoboards metalicas
A4,Otros,Caja #18 Zybo,,1,DISPONIBLE,BUENO,Zybo FPGA
A4,Otros,Caja #19 Spartan 3E,,1,DISPONIBLE,BUENO,Spartan 3E FPGA
A4,Otros,Caja #20 Zybo,,1,DISPONIBLE,BUENO,Zybo FPGA
A4,Componente Pasivo,"Resistencias 3,3 ?",,30,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 2,8?",,4,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 5,6?",,17,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 4,7?",,10,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 8,2?",,32,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 6,8?",,18,DISPONIBLE,BUENO,
A4,Componente Pasivo,"Resistencias 1,2M?",,42,DISPONIBLE,BUENO,
A4,Componente Pasivo,Resistencias 15?,,32,DISPONIBLE,BUENO,
A4,Otros,Estuche # 1 Herramientas Varias,,20,DISPONIBLE,BUENO,Herramientas Varias
A4,Otros,Caja #14 Integrados Varios,,230,DISPONIBLE,BUENO,Integrados Varios
A4,Otros,Caja #15 Integrados Varios,,309,DISPONIBLE,BUENO,Integrados Varios
A5,Componente Pasivo,Bombillos incandescentes,,211,DISPONIBLE,BUENO,120 V - 6 W
A5,Componente Pasivo,Resistencias cerámicas,,41,DISPONIBLE,BUENO,1 k - 5W - 5%
A5,Periférico,Buzzers,,132,DISPONIBLE,BUENO,
A5,Otros,Paquetes cables Pmod 2,,28,DISPONIBLE,BUENO,"Cada paquete viene con un cable de 12 pines; un cable de 12 pines a dual de 6 pines; y dos repuestos de 6 pines y uno de 12 pines. 
 Cuatro paquetes incompletos (faltan pines); además de un cable de 12 pines suelto."
A6,Otros,Caja de componentes placa universal,,39,DISPONIBLE,DAÑADO,"En la caja se encuentra 17 bobinas de varios valores, 2 led, 1 capacitor, 2 cable IDC, 
 10 resistencias ,1 termistor PTC y 6 bases universales vacias."
A6,Periférico,Mòdulo serial a ethernet,,1,DISPONIBLE,BUENO,Modulo se encuentra en la caja de componentes de placa universal
A6,Componente Pasivo,Bobinas,,12,DISPONIBLE,DAÑADO,300 uH
A6,Otros,Caja con bombillos,,48,DISPONIBLE,BUENO,faltan 2 bombillos en la caja
A6,Otros,Caja de servo motores,,24,DISPONIBLE,BUENO,"En la caja se encuentra 9 motores marca moonst, 1 motor oriental motor, 1 motor astrosyn, 4 motores marca pittman, 8 motores marca vexta y 1 motor pequeño sin marca"
A6,Periférico,PSoC Pioneer kit,,16,DISPONIBLE,BUENO,Cada una viene con un cable usb y 6 jumpers
A6,Otros,Manuales y documentos varios,,32,DISPONIBLE,BUENO,Hay manuales y discos de distintos equipos asì como certificados de calibraciòn y discos.
A6,Otros,caja con varios,,1,DISPONIBLE,BUENO,"la caja contiene 1 caja de raspberry vacia, 1 case de rapberry, 3 conectores widget pt y 1 cable flex"
A6,Otros,caja con discos/disquets,,1,DISPONIBLE,BUENO,la caja contiene 12 discos y 2 disquets
A6,Otros,Caja #1,,2,DISPONIBLE,BUENO,"contienen 1 raspberry pi, 1PI widget pt, 1 microSD + adaptador, 1 adaptador AC y 1 cable flex"
A6,Otros,Caja #2,,4,DISPONIBLE,BUENO,"contienen adaptador wif, teclado matricial, cable HDMI"
A6,Otros,Caja #3,,3,DISPONIBLE,BUENO,contienen cable HDMI y teclado matricial
A6,Periférico,zed board,,3,DISPONIBLE,BUENO,ninguna tiene manual
A6,Periférico,PSoC Development Kit,,37,DISPONIBLE,BUENO,"en general bien, solo a 1 le falta el usb"
A6,Otros,Caja Embebidos,,1,DISPONIBLE,BUENO,"CONTIENE:
 - 1 Control remoto Coby
 -1 AC/DC ADAPTER"
A6,Periférico,PSoC Prototyping kit,,8,DISPONIBLE,BUENO,Hay 1 dado de baja
A6,Otros,"Caja azul con tornillos
  cabeza redonda con
  base de atornillar",,54,DISPONIBLE,BUENO,NA
A6,Otros,"Caja azul con tornillos
  cabeza redonda con
  base de atornillar",,56,DISPONIBLE,BUENO,NA
ALGUNOS DAÑOS EN LA PARTE SUPERIOR DE LA MESA,Otros,MESA MOVIL,,2,DISPONIBLE,BUENO,COLOR BLANCO
B,Otros,"Bolsa de 
 Disipadores",,20,DISPONIBLE,BUENO,color negro
B,Otros,"Bolsa de 
 Disipadores",,20,DISPONIBLE,BUENO,"color negro
 grande gris"
B,Otros,"Caja
 Multimetro a
 proto",,58,DISPONIBLE,BUENO,
B,Otros,"Caja puntas
  mutlimetro",,77,DISPONIBLE,BUENO,Color engro y rojo
B,Otros,"Caja puntas
  atenuadoras",,48,DISPONIBLE,BUENO,Color gris
B,Periférico,"Estacion de
  soldadura",,1,DISPONIBLE,BUENO,Color celeste
B,Periférico,Cautin,,1,DISPONIBLE,BUENO,Color celeste y oxidado
B,Periférico,"Sonda medidora
  de alto voltaje",,1,DISPONIBLE,BUENO,Color negro
B,Periférico,"Cables
  USB A-B",,34,DISPONIBLE,BUENO,Color negro
B,Periférico,"Puntas
  Mutimetro",,78,DISPONIBLE,BUENO,Color rojo y negro
B,Periférico,"Puntas 
 Atenuedoras",,51,DISPONIBLE,BUENO,color gris
B,Periférico,Juegos de bananas,,24,DISPONIBLE,BUENO,178 cables Multicolor
C,Otros,Caja lab 407,,90,DISPONIBLE,BUENO,"20 cables fuente, 10 puntas de multimetro, 20 puntas de osciloscopio, 10 cables BNC-BNC, 10 cables USB A, 20 cables BNC - generador"
C,Otros,Caja lab 207,,90,DISPONIBLE,BUENO,"20 cables BNC - generador, 10 cables BNC - BNC, 10 cables USB A, 20 puntas de osciloscopio, 10 puntas de multímertro, 20 cables de fuente"
C,Otros,Caja lab 310,,90,DISPONIBLE,BUENO,"20 cables BNC - generador, 10 cables BNC - BNC, 10 cables USB A, 20 puntas de osciloscopio, 10 puntas de multímetro, 20 cables de fuente"
C,Otros,Caja cables de alimentación viejos lab 207,,39,DISPONIBLE,BUENO,
C,Otros,Caja equipo de CC,,,DISPONIBLE,BUENO,"1 multímetro digital, 3 puntas de multímetro (2 rotas), 1 cable de alimentación, 3 analizadores de polaridad, 1 batería recargable de CC, 1 detector de voltaje en CA"
C,Periférico,Mini adaptador USB de wifi,,1,DISPONIBLE,BUENO,150 Mbps
C,Periférico,Adaptadores banana - BNC,,32,DISPONIBLE,BUENO,Caja para préstamos de estudiantes (verde)
C,Periférico,Adaptadores banana - BNC,,32,DISPONIBLE,BUENO,Caja para préstamos de profesores (morada)
C,Periférico,Cable cargador a USB B,,1,DISPONIBLE,BUENO,
C,Periférico,Control remoto proyector,,6,DISPONIBLE,BUENO,
C,Periférico,Control remoto proyector,,3,DISPONIBLE,BUENO,
C,Periférico,Control remoto proyector,,1,DISPONIBLE,BUENO,
C,Periférico,Cables individuales banana,,5,DISPONIBLE,BUENO,Algunos cables tienen arreglos con cinta en las puntas
C,Periférico,Termómetro infrarrojo,,1,DISPONIBLE,BUENO,
C,Otros,Caja 1 raspberry pi,,1,DISPONIBLE,BUENO,"Tiene cable flex y microSD y adaptador, falta raspberry pi, adapdator A/C y PI widget"
C,Otros,Caja 2 raspberry pi,,1,DISPONIBLE,BUENO,"Tiene el case del raspberry pi, pasta térmica con heat zinc, PI Wedge B+ y adaptador A/C, falta 1 cable HDMI, 1 adaptador wifi y 1 teclado."
C,Otros,Caja de bases SPLD,,1,DISPONIBLE,BUENO,Tiene 4 bases
C,Periférico,Programador universal,,1,DISPONIBLE,BUENO,"Le falta el cable, viene en una caja que dice micros mecatrónica"
C,Periférico,Programador universal,,1,DISPONIBLE,BUENO,La caja viene con el programador y el cable
C,Periférico,Adaptador VGA macho a USB,,3,DISPONIBLE,BUENO,"Todas las bolsas vienen con el cable, la guía y disco"
C,Periférico,Adaptador de display port a HDMI,,1,DISPONIBLE,BUENO,
D,Periférico,Cables de alimentacion,,33,DISPONIBLE,BUENO,
D,Otros,Caja con Cables de alimentacion,,30,DISPONIBLE,BUENO,
D,Otros,Caja con regletas,,4,DISPONIBLE,BUENO,
D,Otros,Equipo 414,,1,DISPONIBLE,BUENO,"cables de fuente (20), puntas de multimetro (10), BNC-Lagarto (20) y Puntas osciloscopio(20)"
D,Otros,Caja con cables de equipo nuevo,,1,DISPONIBLE,BUENO,
E,Periférico,Zedboard,,1,DISPONIBLE,DAÑADO,Puerto dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Caja dañada
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,"Switch malo, plástico de caja dañado"
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,"Cable Dañado, plástico dañado"
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Caja Dañada
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,"Switch dañado, plástico de caja dañado"
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,Interruptor dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Buen estado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Caja desgastada
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Caja desgastada
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Caja Quebrada
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,"Sin portada, sin cable"
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,Sin cable
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,"Sin cable, caja dañada"
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Sin plástico
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,Sin cable
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,Plástico de caja dañado
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,Sin cable
E,FPGA,FPGA,,1,DISPONIBLE,DAÑADO,"Plástico de caja dañado, sin cable"
E,FPGA,FPGA,,1,DISPONIBLE,BUENO,
E,Periférico,Adaptadores AC/DC,,20,DISPONIBLE,BUENO,
E,FPGA,Spartan FPGA,,1,DISPONIBLE,BUENO,"Placa, 1 adaptador y cable alimentacion y 1 2R32"
E,FPGA,Spartan FPGA,,1,DISPONIBLE,BUENO,"Placa, 1 adaptador y cable alimentacion y 1 2R32"
E,FPGA,Spartan FPGA,,1,DISPONIBLE,BUENO,"Placa, 1 adaptador y cable alimentacion y 1 2R32"
E,FPGA,Spartan FPGA,,1,DISPONIBLE,BUENO,"Placa, 1 adaptador y cable alimentacion y 1 2R32"
E,FPGA,Spartan FPGA,,1,DISPONIBLE,BUENO,"Placa, 1 adaptador y cable alimentacion y 1 2R32"
E,FPGA,Spartan FPGA,,1,DISPONIBLE,BUENO,"Placa, 1 adaptador y cable alimentacion"
E,FPGA,3E- Starter,,1,DISPONIBLE,BUENO,"Cable de alimentacion, placa y cable usb A"
E,FPGA,Digilent 2sB,,1,DISPONIBLE,BUENO,"Digital I/O 5, cargadr y cable macho paraleo"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable usb a jtag y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable usb a jtag, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,placa y cable paralelo a jtag
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable usb a jtag, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"2 placas, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable usb a jtag, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable usb a jtag, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable jtag a paralelo"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,placa y alimentacion
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable usb a jtag, cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,placa y cable paralelo a jtag
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, cable usb a jtag y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,placa y 2 cables jtag a paralelo
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, 1 cable usb a jtag, y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, 1 cable usb a jtag, 1 cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, 1 cable usb a jtag y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, 1 cable usb a jtag y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,placa y C-MOD C2(DIGILENT)
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, 1 cable usb a jtag y alimentacion"
E,FPGA,Spartan 3,,1,DISPONIBLE,BUENO,"placa, 1 cable jtag a paralelo y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,placa y alimentacion
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, usb a A, y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, usb a A, y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, usb a A, y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, 1 cable jtag a paralelo, y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, usb a A, y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, usb a A, y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, usb a A, y alimentacion"
E,FPGA,Spartan 3E-Starter,,1,DISPONIBLE,BUENO,"placa, usb a A, y alimentacion"
E,FPGA,Digilent 2-SB,,1,DISPONIBLE,BUENO,"placa, 1 cable jtag a paralelo, y alimentacion"
E,FPGA,Digilent 2-SB,,1,DISPONIBLE,BUENO,"placa, 1 cable jtag a paralelo, y alimentacion"
E,FPGA,Digilent 2-SB,,1,DISPONIBLE,BUENO,placa y alimentacion
E,Periférico,Analog I/ O 1,,6,DISPONIBLE,BUENO,Modulo de expansion Spartan
E,Periférico,Digital I/O 1,,14,DISPONIBLE,BUENO,Modulo de expansion Spartan
E,Periférico,Digilab 2E,,1,DISPONIBLE,BUENO,Modulo de expansion Spartan
E,Periférico,Digilab Digital I/O 5,,1,DISPONIBLE,BUENO,Modulo de expansion SPartan
E,Periférico,Digilab Digital I/O 4,,1,DISPONIBLE,BUENO,Modulo de expansion SPartan
E,Periférico,Digila Module Parallel I/O 1,,1,DISPONIBLE,BUENO,Modulo de expansion SPartan
E,Periférico,Placas perforadas,,34,DISPONIBLE,BUENO,
E,Periférico,Adaptador AC-DC(120 a 6V),,6,DISPONIBLE,BUENO,
E,Periférico,Linear SC Tester,,1,DISPONIBLE,BUENO,Medidor IC con alimentacion
E,Periférico,Linear SC Tester,,1,DISPONIBLE,BUENO,Medidor IC con alimentacion
E,Periférico,Cables Ethernet,,123,DISPONIBLE,BUENO,
E,Periférico,Teclado,,4,DISPONIBLE,BUENO,
E,Periférico,Teclado,,0,DISPONIBLE,BUENO,
E,Periférico,Teclado,,2,DISPONIBLE,BUENO,
E,Periférico,Teclado,,5,DISPONIBLE,BUENO,
E,Periférico,Teclado,,1,DISPONIBLE,BUENO,
E,Periférico,Teclado,,1,DISPONIBLE,BUENO,
E,Periférico,Teclado,,1,DISPONIBLE,BUENO,
E,Periférico,Teclado,,1,DISPONIBLE,BUENO,
A2,Otros,,14457,1,DISPONIBLE,14457,
C,Otros,Caja equipo de CC,,1,DISPONIBLE,,"1 multímetro digital, 3 puntas de multímetro (2 rotas), 1 cable de alimentación, 3 analizadores de polaridad, 1 batería recargable de CC, 1 detector de voltaje en CA"
