ACTIVOTEC,ESTANTE,CATEGORIA,DESCRIPCION,MARCA,MODELO,SERIE,CANTIDAD,CONDICION,ESTADO,OBSERVACIONES
SP-002303,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002320,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002330,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002339,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002344,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002360,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,La fuente del lado derecho no regula voltaje
SP-002380,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002432,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002433,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002443,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002459,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002460,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-002570,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-003223,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-003224,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-003236,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-003237,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
SP-005524,C,fuente dc,Fuente Dual DC KI DPS-1303DF,King Instrument Electronics,DPS-1303DF,,1,REGULAR,DISPONIBLE,
